time_stamp,encoder_value
1590,-83.33277401
1591,-84.30865024
1592,-84.94412693
1593,-87.08364936
1594,-88.74457764
1595,-89.44294557
1596,-87.79597624
1597,-89.89395835
1598,-89.27666525
1599,-90.78482918
1600,-91.93321209
1601,-93.53745133
1602,-93.26834253
1603,-93.32714652
1604,-93.2628416
1605,-93.75275792
1606,-95.27612803
1607,-94.14376164
1608,-94.81960904
1609,-96.79271015
1610,-96.05990023
1611,-97.7508597
1612,-98.42482741
1613,-98.50426302
1614,-97.37117762
1615,-98.18213429
1616,-98.8749581
1617,-97.21722312
1618,-98.24607704
1619,-99.06072494
1620,-98.50164433
1621,-99.58646988
1622,-98.38537788
1623,-99.83846861
1624,-98.65291135
1625,-97.37317267
1626,-98.99025232
1627,-99.41697257
1628,-96.75950295
1629,-96.64757924
1630,-97.11460654
1631,-95.5652127
1632,-95.17083494
1633,-97.04926887
1634,-96.19360716
1635,-95.90480464
1636,-94.8718009
1637,-95.55033688
1638,-94.91285451
1639,-93.74679313
1640,-93.52467467
1641,-93.63279433
1642,-90.99379305
1643,-90.73274786
1644,-92.01961276
1645,-90.91354017
1646,-87.78833502
1647,-88.05815188
1648,-87.86276587
1649,-86.02858137
1650,-84.79930458
1651,-86.03751113
1652,-84.28276833
1653,-84.02274771
1654,-83.3731935
1655,-80.90831217
1656,-81.89438086
1657,-79.58196813
1658,-77.84785228
1659,-77.06489808
1660,-76.12232092
1661,-76.19224627
1662,-73.38012198
1663,-71.36352849
1664,-72.35882183
1665,-70.71279237
1666,-68.52704803
1667,-68.74633697
1668,-67.00522035
1669,-66.91034017
1670,-65.40919616
1671,-62.19459041
1672,-60.13088059
1673,-61.21749665
1674,-57.94572701
1675,-55.94060474
1676,-56.47201822
1677,-55.35004354
1678,-52.21826664
1679,-52.94286375
1680,-50.88849957
1681,-49.44643021
1682,-45.49424371
1683,-44.86033365
1684,-44.19844573
1685,-43.07726641
1686,-41.82024729
1687,-39.14966296
1688,-36.51847998
1689,-34.81344549
1690,-33.38209114
1691,-33.45290036
1692,-30.85171644
1693,-29.03859803
1694,-28.02065458
1695,-25.14356011
1696,-25.68609329
1697,-23.34489604
1698,-21.39120136
1699,-20.75530897
1700,-18.7924135
1701,-17.16079925
1702,-14.25876159
1703,-12.03024519
1704,-11.24446262
1705,-9.225153705
1706,-8.33329534
1707,-6.492683769
1708,-4.922832377
1709,-2.144124958
1710,1.134262686
1711,0.2204407664
1712,4.590414884
1713,6.454232631
1714,8.050343082
1715,7.559999796
1716,9.767346466
1717,11.71839827
1718,14.89685031
1719,15.44567081
1720,17.12312411
1721,19.28460663
1722,20.75829054
1723,21.68331877
1724,24.15717251
1725,24.61360595
1726,26.40478736
1727,29.32436461
1728,31.69488585
1729,32.7623701
1730,35.52922037
1731,34.76630559
1732,37.40144647
1733,37.84060981
1734,39.98183856
1735,41.13085397
1736,44.15632358
1737,45.1861112
1738,45.68456956
1739,48.03721746
1740,50.48776174
1741,52.42085609
1742,51.83985965
1743,53.31284756
1744,57.37105978
1745,56.02156044
1746,58.07525101
1747,61.45253863
1748,62.39268537
1749,62.85369677
1750,63.2850151
1751,65.74906319
1752,67.5742604
1753,67.27724453
1754,71.14403235
1755,69.9745854
1756,73.03619634
1757,72.93534447
1758,75.57672325
1759,75.29189895
1760,78.16024958
1761,77.18371099
1762,77.86520372
1763,79.71808857
1764,81.98350936
1765,83.30908666
1766,82.57595521
1767,82.95052264
1768,85.22332448
1769,85.21920326
1770,86.0731665
1771,86.69613509
1772,87.59341445
1773,91.1646431
1774,90.06952252
1775,90.8197631
1776,90.92590577
1777,92.2746737
1778,92.44158089
1779,93.64585877
1780,95.06227462
1781,95.25455925
1782,95.40699685
1783,95.61020004
1784,96.51816993
1785,98.50103225
1786,97.12472116
1787,97.16427968
1788,97.56283287
1789,100.1455371
1790,99.83691595
1791,101.384856
1792,99.58332131
1793,99.1315388
1794,99.82269849
1795,101.134704
1796,100.4269904
1797,102.3726189
1798,100.6789412
1799,102.8579099
1800,102.8326711
1801,100.3222596
1802,102.7822232
1803,102.1741076
1804,100.0717326
1805,101.9141498
1806,101.2186459
1807,102.3608596
1808,100.5247063
1809,99.80352164
1810,98.99459208
1811,98.58193976
1812,101.1173899
1813,99.15546092
1814,98.96162604
1815,98.33158026
1816,99.33234443
1817,97.88531174
1818,96.60259887
1819,97.02079977
1820,96.89743788
1821,95.25922499
1822,94.63363969
1823,94.93173459
1824,93.2325822
1825,94.10958257
1826,93.27808282
1827,91.90944927
1828,89.30905188
1829,90.61045631
1830,90.06349575
1831,87.14800765
1832,86.74276473
1833,85.59244162
1834,86.08184174
1835,83.25864117
1836,83.70364904
1837,82.7541361
1838,82.8354272
1839,81.48265349
1840,78.57771112
1841,77.84921183
1842,77.06765199
1843,76.43025895
1844,73.26666177
1845,71.99346057
1846,72.34769689
1847,72.08885336
1848,68.55195085
1849,68.64537031
1850,65.64215106
1851,65.05027271
1852,64.08580238
1853,62.56672295
1854,62.66419866
1855,60.95639986
1856,58.30133456
1857,56.16637949
1858,55.44235104
1859,53.05603253
1860,51.85709037
1861,51.07085239
1862,51.29582878
1863,49.50323306
1864,47.14829864
1865,45.54944195
1866,44.24256416
1867,43.60843207
1868,41.92792579
1869,39.54964436
1870,38.79841301
1871,34.67836648
1872,34.18507124
1873,31.57021839
1874,32.15253104
1875,28.34948361
1876,28.12650292
1877,24.41472823
1878,22.82398705
1879,22.43174995
1880,20.39911901
1881,20.02755806
1882,18.11855396
1883,14.23585776
1884,14.57686711
1885,12.1173257
1886,10.01223394
1887,9.156625704
1888,5.415141681
1889,4.119300495
1890,3.489442176
1891,2.928946984
1892,0.4489249745
1893,-0.7611384711
1894,-4.141108602
1895,-6.540059427
1896,-7.822072788
1897,-10.14778811
1898,-10.84091484
1899,-11.52798192
1900,-13.65727545
1901,-15.58150702
1902,-16.55205385
1903,-20.63361844
1904,-22.34961351
1905,-23.72087484
1906,-25.45252704
1907,-26.2649763
1908,-28.24367558
1909,-30.71437207
1910,-31.31556503
1911,-34.18839423
1912,-34.64891223
1913,-34.89364558
1914,-38.56801629
1915,-38.1423566
1916,-41.1634261
1917,-42.68449614
1918,-44.58532546
1919,-45.96976439
1920,-47.69438741
1921,-48.03554439
1922,-48.60923887
1923,-51.32887383
1924,-51.63787471
1925,-54.72410221
1926,-55.4292587
1927,-57.80580866
1928,-57.26394584
1929,-60.61459658
1930,-61.62999927
1931,-63.17049592
1932,-64.34200321
1933,-64.31696344
1934,-67.77398184
1935,-68.59307332
1936,-69.43702591
1937,-71.72074923
1938,-71.36303856
1939,-72.8692584
1940,-73.10899791
1941,-75.56522883
1942,-74.80137651
1943,-77.09086809
1944,-77.45586923
1945,-79.54666757
1946,-80.8694876
1947,-81.74161948
1948,-81.05464666
1949,-82.46092701
1950,-85.41047291
1951,-85.8985409
1952,-87.37571639
1953,-85.53293329
1954,-87.02898118
1955,-89.07576647
1956,-90.1722595
1957,-88.39409777
1958,-89.60784635
1959,-92.26018137
1960,-92.1796303
1961,-92.13459988
1962,-92.35863999
1963,-92.85733315
1964,-94.69882272
1965,-94.4795123
1966,-95.9397384
1967,-95.59121748
1968,-97.28366082
1969,-95.41606964
1970,-96.89913654
1971,-97.88299327
1972,-96.80310515
1973,-96.53395124
1974,-97.32912447
1975,-96.87137722
1976,-98.6080755
1977,-96.93126948
1978,-97.15607332
1979,-97.03141236
1980,-99.39644849
1981,-99.78602547
1982,-99.93096284
1983,-97.29850277
1984,-99.64039542
1985,-98.59611465
1986,-97.3349138
1987,-98.71104879
1988,-99.11698559
1989,-96.65053383
1990,-96.86887187
1991,-96.84771568
1992,-97.16598547
1993,-97.51026361
1994,-95.35772221
1995,-95.75431154
1996,-95.78804489
1997,-93.14936882
1998,-92.96649839
1999,-92.63044711
2000,-93.59196617
2001,-93.93518051
2002,-92.39997908
2003,-92.27759482
2004,-91.90151364
2005,-88.81099408
2006,-87.83685219
2007,-88.19786036
2008,-88.04022488
2009,-85.88553707
2010,-86.93575684
2011,-85.27672428
2012,-84.92694618
2013,-82.13053206
2014,-82.9428968
2015,-82.18320816
2016,-81.6353211
2017,-80.04099905
2018,-79.52955261
2019,-76.97736393
2020,-75.49721818
2021,-73.92251385
2022,-72.49270176
2023,-72.92768028
2024,-71.66309378
2025,-69.93545682
2026,-68.86308915
2027,-67.20994709
2028,-65.77154178
2029,-64.14835927
2030,-64.28247362
2031,-63.9843116
2032,-62.52579123
2033,-60.63077374
2034,-57.7354085
2035,-58.32870761
2036,-54.52666964
2037,-55.05066472
2038,-52.85079703
2039,-51.64453344
2040,-48.66955894
2041,-47.33213738
2042,-48.02459673
2043,-44.44439958
2044,-43.77712759
2045,-42.67639195
2046,-40.55742963
2047,-37.88196245
2048,-37.91013056
2049,-34.65211139
2050,-32.84948727
2051,-33.9903066
2052,-31.97532801
2053,-29.12106039
2054,-27.45000391
2055,-27.3580322
2056,-23.83257867
2057,-23.48049553
2058,-20.41970211
2059,-18.89114998
2060,-16.09242483
2061,-15.07605389
2062,-13.03199987
2063,-11.38408258
2064,-10.19099121
2065,-8.667110622
2066,-6.312399001
2067,-6.85451422
2068,-3.130779316
2069,-0.5111645403
2070,-1.295359901
2071,2.015471594
2072,2.516053966
2073,6.025368144
2074,6.835901809
2075,7.445583931
2076,11.1310869
2077,12.42550182
2078,12.3688771
2079,15.54426458
2080,17.86833755
2081,17.99140038
2082,20.98403102
2083,23.2733544
2084,25.11017116
2085,26.9581264
2086,28.51854145
2087,27.93476418
2088,30.0692885
2089,31.9182593
2090,33.19904122
2091,35.5544859
2092,37.80641876
2093,38.10215093
2094,40.1535127
2095,43.21408355
2096,43.28783022
2097,45.78026668
2098,46.2888514
2099,48.89835808
2100,51.05501574
2101,51.11949028
2102,52.99073266
2103,53.79018534
2104,54.62090053
2105,58.23444967
2106,57.56628162
2107,60.14958052
2108,61.8426648
2109,62.92785116
2110,63.90766617
2111,64.96384769
2112,67.25076266
2113,67.71048917
2114,68.50609639
2115,71.44922789
2116,72.63696327
2117,73.13202805
2118,73.69083414
2119,76.22176271
2120,78.12123167
2121,79.2378325
2122,77.80668271
2123,79.53614687
2124,82.42800888
2125,81.0950527
2126,81.97604316
2127,85.4161465
2128,84.20694306
2129,87.80285027
2130,87.1179914
2131,86.7687154
2132,87.93136618
2133,89.21708047
2134,91.01694841
2135,92.6862458
2136,92.19980193
2137,91.77892556
2138,92.44738126
2139,93.09744519
2140,95.15153444
2141,94.33990586
2142,94.66859182
2143,96.72713559
2144,96.18675753
2145,97.72237147
2146,98.00501531
2147,97.96882625
2148,100.2550685
2149,97.94501031
2150,98.72257044
2151,100.7612143
2152,99.64306081
2153,99.57708698
2154,100.0004675
2155,99.89082602
2156,101.4525147
2157,100.5630555
2158,102.4805002
2159,101.3178119
2160,102.8151732
2161,100.0808703
2162,102.6522133
2163,100.1404659
2164,102.3383384
2165,100.5627498
2166,101.2024543
2167,99.67634402
2168,100.3175091
2169,101.9163238
2170,100.4216883
2171,99.8439115
2172,100.8880299
2173,100.2370292
2174,97.81706687
2175,98.57845219
2176,98.51720699
2177,98.89929741
2178,96.23361484
2179,95.40952953
2180,95.06159392
2181,95.85450388
2182,95.03001081
2183,95.56459231
2184,94.03113996
2185,92.24783352
2186,91.19430954
2187,90.04437432
2188,91.71263642
2189,89.09414379
2190,87.717567
2191,88.04054006
2192,87.40938848
2193,85.72458678
2194,84.06969934
2195,85.83458484
2196,82.25228328
2197,83.03118204
2198,82.24202261
2199,78.92930226
2200,77.82941524
2201,77.19571137
2202,77.53478828
2203,75.62018522
2204,75.26717424
2205,74.59223617
2206,71.07564562
2207,69.51393385
2208,69.37519276
2209,67.8992186
2210,67.95633074
2211,66.6447963
2212,64.04079098
2213,62.14765636
2214,62.86999828
2215,59.826774
2216,60.22555086
2217,57.46582159
2218,56.22047899
2219,54.7107784
2220,53.67739266
2221,51.65912397
2222,49.85736458
2223,47.69062854
2224,46.82602011
2225,44.48529688
2226,42.86718695
2227,42.32033739
2228,39.2778405
2229,39.55053643
2230,38.2210777
2231,36.26743524
2232,33.86846164
2233,32.16140287
2234,31.54316024
2235,30.03313665
2236,28.36660654
2237,26.22022176
2238,24.82154342
2239,21.71996042
2240,20.65278087
2241,18.34840503
2242,17.53515458
2243,16.02096693
2244,12.51926973
2245,12.86253866
2246,11.41476533
2247,8.342082428
2248,7.155032721
2249,4.012265751
2250,1.89543091
2251,0.5500341423
2252,0.8898085739
2253,-1.983077839
2254,-4.749816641
2255,-5.736775294
2256,-8.12376822
2257,-8.090437623
2258,-11.57881859
2259,-13.1285703
2260,-13.91299201
2261,-14.98755807
2262,-16.31535717
2263,-20.41749402
2264,-20.70381519
2265,-21.97279652
2266,-24.50025342
2267,-26.24964644
2268,-28.40070159
2269,-29.774057
2270,-29.8006858
2271,-31.46182123
2272,-35.4933323
2273,-36.92398795
2274,-38.41855666
2275,-40.38533938
2276,-40.28264973
2277,-42.17815905
2278,-43.04361453
2279,-46.93207296
2280,-46.65173289
2281,-47.91874999
2282,-49.20817322
2283,-50.94669728
2284,-53.34625647
2285,-54.60835808
2286,-55.21765224
2287,-56.13440558
2288,-57.87479181
2289,-59.13684836
2290,-60.05479544
2291,-61.85476528
2292,-63.69096757
2293,-66.33874322
2294,-67.78530735
2295,-67.2100903
2296,-68.27751486
2297,-69.04946614
2298,-71.02877998
2299,-72.1506495
2300,-75.11647989
2301,-75.81582712
2302,-76.00116586
2303,-76.76922655
2304,-77.30039376
2305,-80.77945564
2306,-80.48368512
2307,-80.56399133
2308,-82.71594945
2309,-82.31145822
2310,-82.82793778
2311,-86.21133939
2312,-86.3147409
2313,-85.69239864
2314,-87.76812603
2315,-87.30930033
2316,-88.97487928
2317,-88.50376742
2318,-91.37867231
2319,-92.62731225
2320,-91.85280802
2321,-93.42542973
2322,-91.98915352
2323,-92.62960323
2324,-92.926397
2325,-95.81810932
2326,-94.24835425
2327,-95.42711867
2328,-94.63840262
2329,-97.81078773
2330,-95.81537319
2331,-96.85687607
2332,-97.16364105
2333,-98.609968
2334,-98.34810302
2335,-99.0878257
2336,-96.8437266
2337,-98.4010719
2338,-98.55803283
2339,-97.00874063
2340,-98.75998705
2341,-97.52181118
2342,-97.105209
2343,-97.66635532
2344,-98.24817603
2345,-98.55319262
2346,-98.01831976
2347,-98.1909162
2348,-98.39785808
2349,-97.59588801
2350,-96.14225494
2351,-97.97150424
2352,-95.22485241
2353,-96.27801927
2354,-95.83912184
2355,-94.32493473
2356,-95.25687796
2357,-94.9749811
2358,-93.7985842
2359,-93.53973392
2360,-91.73055033
2361,-92.31274197
2362,-91.34952171
2363,-91.97063863
2364,-91.46213912
2365,-91.27313625
2366,-88.10739169
2367,-89.80925988
2368,-88.7250023
2369,-88.12297923
2370,-87.14030693
2371,-85.26299658
2372,-84.14337193
2373,-83.9484088
2374,-82.09172718
2375,-82.13698164
2376,-80.69517302
2377,-78.79167589
2378,-77.8587931
2379,-78.23278663
2380,-76.40581628
2381,-76.25967856
2382,-73.4927165
2383,-73.55280923
2384,-72.21041184
2385,-69.00185214
2386,-67.9612719
2387,-67.030709
2388,-65.76361024
2389,-65.63960105
2390,-65.29331757
2391,-62.39595683
2392,-60.68428453
2393,-58.57027606
2394,-58.41140826
2395,-55.82450553
2396,-54.83652384
2397,-55.56577262
2398,-51.65094291
2399,-52.22778536
2400,-50.76891915
2401,-48.23914518
2402,-46.56292437
2403,-44.38867456
2404,-44.3608776
2405,-42.26220327
2406,-41.10229202
2407,-39.66578895
2408,-39.0577107
2409,-34.68287558
2410,-34.71491841
2411,-32.65638057
2412,-30.81549874
2413,-28.81319833
2414,-28.15374707
2415,-25.03333093
2416,-24.02224305
2417,-22.93710467
2418,-21.07817839
2419,-20.75316961
2420,-18.21357406
2421,-16.52176219
2422,-15.62069603
2423,-11.96974345
2424,-11.35929142
2425,-8.70702565
2426,-6.140857096
2427,-6.282108664
2428,-4.86127095
2429,-0.5946437515
2430,-0.3291533623
2431,2.604587892
2432,3.826219968
2433,3.737823844
2434,7.328116652
2435,8.120026624
2436,10.86599867
